Date,Time,NO2 C(mg/m^3),T,RH,AH,Month,int T
2004-06-22,23.00.00,104.0,23.8,39.6,1.1558,6,23
2004-06-23,00.00.00,83.0,22.9,43.6,1.1974,6,22
2004-06-23,01.00.00,66.0,22.8,43.9,1.202,6,22
2004-06-23,02.00.00,55.0,21.8,47.3,1.2189,6,21
2004-06-23,04.00.00,37.0,20.8,50.3,1.2207,6,20
2004-06-23,05.00.00,40.0,21.7,46.8,1.2031,6,21
2004-06-23,06.00.00,51.0,20.3,52.3,1.2367,6,20
2004-06-23,07.00.00,117.0,20.5,52.3,1.245,6,20
2004-06-23,08.00.00,110.0,21.7,49.6,1.2673,6,21
2004-06-23,09.00.00,136.0,24.0,43.1,1.2677,6,24
2004-06-23,10.00.00,152.0,28.5,31.7,1.2144,6,28
2004-06-23,11.00.00,119.0,32.2,25.1,1.189,6,32
2004-06-23,12.00.00,106.0,34.9,20.5,1.1279,6,34
2004-06-23,13.00.00,101.0,35.4,19.9,1.1222,6,35
2004-06-23,14.00.00,110.0,34.4,22.5,1.205,6,34
2004-06-23,15.00.00,124.0,34.8,22.8,1.2488,6,34
2004-06-23,16.00.00,137.0,34.3,22.4,1.1907,6,34
2004-06-23,17.00.00,159.0,32.5,25.3,1.2165,6,32
2004-06-23,18.00.00,152.0,31.3,27.3,1.2234,6,31
2004-06-23,19.00.00,166.0,30.2,29.0,1.2224,6,30
2004-06-23,20.00.00,163.0,28.5,33.3,1.2775,6,28
2004-06-23,21.00.00,121.0,27.3,35.3,1.2606,6,27
2004-06-23,22.00.00,125.0,26.1,37.8,1.2575,6,26
2004-06-23,23.00.00,120.0,24.7,47.1,1.44,6,24
2004-06-24,00.00.00,103.0,23.6,59.8,1.7193,6,23
2004-06-24,01.00.00,64.0,23.3,60.5,1.706,6,23
2004-06-24,02.00.00,44.0,23.3,59.4,1.6753,6,23
2004-06-24,04.00.00,35.0,23.7,53.5,1.546,6,23
2004-06-24,05.00.00,46.0,21.2,60.9,1.5092,6,21
2004-06-24,06.00.00,54.0,22.1,56.2,1.48,6,22
2004-06-24,07.00.00,68.0,21.9,57.0,1.4742,6,21
2004-06-24,08.00.00,77.0,24.7,45.9,1.4061,6,24
2004-06-24,09.00.00,74.0,27.0,40.8,1.4286,6,27
2004-06-24,10.00.00,92.0,29.1,37.4,1.4833,6,29
2004-06-24,11.00.00,83.0,31.1,32.4,1.4351,6,31
2004-06-24,12.00.00,58.0,31.9,30.3,1.4125,6,31
2004-06-24,13.00.00,55.0,32.8,28.9,1.412,6,32
2004-06-24,14.00.00,61.0,33.4,27.8,1.4119,6,33
2004-06-24,15.00.00,65.0,35.3,23.7,1.3331,6,35
2004-06-24,16.00.00,74.0,35.8,22.4,1.2915,6,35
2004-06-24,17.00.00,89.0,35.3,20.8,1.1664,6,35
2004-06-24,18.00.00,103.0,33.3,23.9,1.2085,6,33
2004-06-24,19.00.00,128.0,30.3,30.8,1.3044,6,30
2004-06-24,20.00.00,122.0,28.3,34.5,1.3084,6,28
2004-06-24,21.00.00,125.0,27.1,38.9,1.3758,6,27
2004-06-24,22.00.00,119.0,25.4,43.2,1.3805,6,25
2004-06-24,23.00.00,126.0,24.6,45.3,1.3767,6,24
2004-06-25,00.00.00,100.0,23.7,46.0,1.3346,6,23
2004-06-25,01.00.00,94.0,23.0,48.1,1.3322,6,23
2004-06-25,02.00.00,52.0,24.8,43.4,1.3366,6,24
2004-06-25,04.00.00,64.0,21.7,50.2,1.2917,6,21
2004-06-25,05.00.00,46.0,21.9,50.7,1.3138,6,21
2004-06-25,06.00.00,88.0,20.1,57.0,1.3216,6,20
2004-06-25,07.00.00,104.0,21.5,51.8,1.3129,6,21
2004-06-25,08.00.00,125.0,22.9,48.7,1.3416,6,22
2004-06-25,09.00.00,151.0,25.7,41.0,1.3351,6,25
2004-06-25,10.00.00,113.0,29.9,33.2,1.3793,6,29
2004-06-25,11.00.00,102.0,32.9,28.0,1.3789,6,32
2004-06-25,12.00.00,108.0,34.0,25.6,1.3363,6,34
2004-06-25,13.00.00,93.0,34.7,22.6,1.2297,6,34
2004-06-25,14.00.00,89.0,35.5,20.3,1.1586,6,35
2004-06-25,15.00.00,84.0,35.9,18.8,1.0912,6,35
2004-06-25,16.00.00,111.0,36.2,18.6,1.0945,6,36
2004-06-25,17.00.00,115.0,35.4,15.3,0.8613,6,35
2004-06-25,18.00.00,127.0,32.9,15.5,0.7649,6,32
2004-06-25,19.00.00,129.0,29.9,19.8,0.8211,6,29
2004-06-25,20.00.00,140.0,28.1,22.4,0.8394,6,28
2004-06-25,21.00.00,137.0,26.1,24.7,0.8233,6,26
2004-06-25,22.00.00,130.0,25.0,28.7,0.8944,6,25
2004-06-25,23.00.00,121.0,24.3,31.0,0.9268,6,24
2004-06-26,00.00.00,79.0,24.0,31.2,0.919,6,24
2004-06-26,01.00.00,69.0,22.4,34.9,0.9362,6,22
2004-06-26,02.00.00,61.0,21.2,37.6,0.9355,6,21
2004-06-26,04.00.00,58.0,21.2,39.4,0.9802,6,21
2004-06-26,05.00.00,58.0,19.5,42.4,0.9515,6,19
2004-06-26,06.00.00,70.0,18.6,45.8,0.9723,6,18
2004-06-26,07.00.00,104.0,19.7,44.1,1.0039,6,19
2004-06-26,08.00.00,109.0,21.9,39.4,1.0243,6,21
2004-06-26,09.00.00,129.0,24.5,34.3,1.0407,6,24
2004-06-26,10.00.00,144.0,30.0,25.6,1.0674,6,30
2004-06-26,11.00.00,101.0,34.5,18.9,1.0168,6,34
2004-06-26,12.00.00,90.0,36.3,17.5,1.0411,6,36
2004-06-26,13.00.00,86.0,37.7,16.0,1.0231,6,37
2004-06-26,14.00.00,69.0,38.3,15.8,1.0465,6,38
2004-06-26,15.00.00,65.0,38.4,17.5,1.1609,6,38
2004-06-26,16.00.00,73.0,37.2,20.5,1.2813,6,37
2004-06-26,17.00.00,73.0,34.0,26.4,1.3781,6,34
2004-06-26,18.00.00,78.0,32.3,30.4,1.445,6,32
2004-06-26,19.00.00,98.0,30.5,33.9,1.4564,6,30
2004-06-26,20.00.00,99.0,29.2,37.8,1.5098,6,29
2004-06-26,21.00.00,83.0,28.4,39.1,1.4881,6,28
2004-06-26,22.00.00,88.0,27.7,40.6,1.4828,6,27
2004-06-26,23.00.00,117.0,27.2,42.5,1.5069,6,27
2004-06-27,00.00.00,97.0,26.5,44.8,1.528,6,26
2004-06-27,01.00.00,75.0,25.5,47.6,1.5318,6,25
2004-06-27,02.00.00,53.0,25.2,47.8,1.5076,6,25
2004-06-27,04.00.00,45.0,23.2,52.3,1.4668,6,23
2004-06-27,05.00.00,42.0,24.0,50.3,1.4811,6,24
2004-06-27,06.00.00,44.0,23.5,51.2,1.4634,6,23
2004-06-27,07.00.00,50.0,23.5,50.8,1.452,6,23
2004-06-27,08.00.00,60.0,24.7,47.6,1.4597,6,24
2004-06-27,09.00.00,100.0,27.2,41.1,1.4611,6,27
2004-06-27,10.00.00,111.0,31.0,32.4,1.4294,6,31
2004-06-27,11.00.00,110.0,35.2,24.8,1.3854,6,35
2004-06-27,12.00.00,74.0,37.8,18.5,1.1977,6,37
2004-06-27,13.00.00,56.0,39.0,15.1,1.0424,6,39
2004-06-27,14.00.00,50.0,41.3,12.8,0.9933,6,41
2004-06-27,15.00.00,54.0,41.8,11.9,0.9476,6,41
2004-06-27,16.00.00,90.0,42.2,14.2,1.1609,6,42
2004-06-27,17.00.00,109.0,41.4,15.5,1.2089,6,41
2004-06-27,18.00.00,110.0,38.9,21.4,1.4605,6,38
2004-06-27,19.00.00,103.0,34.3,26.0,1.3865,6,34
2004-06-27,20.00.00,120.0,32.7,27.7,1.3439,6,32
2004-06-27,21.00.00,134.0,30.5,30.4,1.3031,6,30
2004-06-27,22.00.00,137.0,29.0,33.6,1.3277,6,29
2004-06-27,23.00.00,99.0,28.2,36.6,1.3781,6,28
2004-06-28,00.00.00,78.0,27.2,38.9,1.3821,6,27
2004-06-28,01.00.00,63.0,26.7,40.0,1.3754,6,26
2004-06-28,02.00.00,41.0,26.0,41.2,1.3598,6,26
2004-06-28,04.00.00,39.0,24.0,46.6,1.37,6,24
2004-06-28,05.00.00,60.0,24.0,46.4,1.3689,6,24
2004-06-28,06.00.00,54.0,23.7,47.1,1.3602,6,23
2004-06-28,07.00.00,119.0,23.6,47.3,1.3634,6,23
2004-06-28,08.00.00,159.0,25.5,43.1,1.3891,6,25
2004-06-28,09.00.00,182.0,28.5,36.8,1.4128,6,28
2004-06-28,10.00.00,183.0,32.6,28.0,1.3566,6,32
2004-06-28,11.00.00,144.0,36.3,23.4,1.3902,6,36
2004-06-28,12.00.00,118.0,37.5,21.5,1.3673,6,37
2004-06-28,13.00.00,106.0,39.6,19.0,1.3447,6,39
2004-06-28,14.00.00,97.0,40.1,19.3,1.4013,6,40
2004-06-28,15.00.00,129.0,40.4,20.0,1.4854,6,40
2004-06-28,16.00.00,130.0,39.9,20.1,1.4495,6,39
2004-06-28,17.00.00,163.0,39.1,19.6,1.3542,6,39
2004-06-28,18.00.00,160.0,37.0,21.9,1.3503,6,37
2004-06-28,19.00.00,140.0,33.9,26.8,1.3899,6,33
2004-06-28,20.00.00,115.0,31.9,30.6,1.4201,6,31
2004-06-28,21.00.00,92.0,29.7,33.9,1.3874,6,29
2004-06-28,22.00.00,99.0,28.6,36.8,1.416,6,28
2004-06-28,23.00.00,96.0,27.8,38.7,1.4187,6,27
2004-06-29,00.00.00,80.0,27.8,40.0,1.4691,6,27
2004-06-29,01.00.00,65.0,27.5,41.3,1.4962,6,27
2004-06-29,02.00.00,46.0,27.3,41.6,1.4906,6,27
2004-06-29,04.00.00,57.0,24.8,48.0,1.4857,6,24
2004-06-29,05.00.00,54.0,25.9,45.1,1.4889,6,25
2004-06-29,06.00.00,62.0,25.3,47.6,1.5108,6,25
2004-06-29,07.00.00,102.0,24.7,49.5,1.5201,6,24
2004-06-29,08.00.00,140.0,27.1,43.1,1.5224,6,27
2004-06-29,09.00.00,121.0,28.3,39.8,1.5053,6,28
2004-06-29,10.00.00,132.0,32.4,32.3,1.5484,6,32
2004-06-29,11.00.00,122.0,35.4,27.8,1.5733,6,35
2004-06-29,12.00.00,148.0,35.5,27.4,1.5635,6,35
2004-06-29,13.00.00,133.0,37.8,24.4,1.5722,6,37
2004-06-29,14.00.00,130.0,37.2,25.5,1.5914,6,37
2004-06-29,15.00.00,141.0,37.2,25.6,1.6014,6,37
2004-06-29,16.00.00,172.0,38.0,25.0,1.6312,6,38
2004-06-29,17.00.00,198.0,37.1,26.9,1.6635,6,37
2004-06-29,18.00.00,181.0,36.9,27.8,1.7099,6,36
2004-06-29,19.00.00,202.0,34.7,31.9,1.7325,6,34
2004-06-29,20.00.00,120.0,31.9,38.4,1.7897,6,31
2004-06-29,21.00.00,115.0,30.5,42.3,1.8173,6,30
2004-06-29,22.00.00,112.0,29.3,45.8,1.8362,6,29
2004-06-29,23.00.00,97.0,28.2,48.1,1.8144,6,28
2004-06-30,00.00.00,100.0,27.3,51.0,1.8287,6,27
2004-06-30,01.00.00,47.0,26.8,52.4,1.8141,6,26
2004-06-30,02.00.00,44.0,26.0,54.9,1.8141,6,26
2004-06-30,04.00.00,42.0,26.9,51.8,1.805,6,26
2004-06-30,05.00.00,57.0,24.6,59.1,1.8013,6,24
2004-06-30,06.00.00,61.0,26.4,53.1,1.7987,6,26
2004-06-30,07.00.00,106.0,27.3,46.4,1.6542,6,27
2004-06-30,08.00.00,136.0,28.4,40.4,1.5442,6,28
2004-06-30,09.00.00,157.0,30.8,37.1,1.6169,6,30
2004-06-30,10.00.00,171.0,34.2,30.7,1.6252,6,34
2004-06-30,11.00.00,190.0,37.0,26.5,1.6352,6,37
2004-06-30,12.00.00,155.0,36.6,27.8,1.676,6,36
2004-06-30,13.00.00,139.0,36.9,26.9,1.6477,6,36
2004-06-30,14.00.00,152.0,39.3,22.2,1.552,6,39
2004-06-30,15.00.00,143.0,38.5,22.4,1.5018,6,38
2004-06-30,16.00.00,168.0,39.7,20.4,1.4594,6,39
2004-06-30,17.00.00,226.0,38.8,24.2,1.6433,6,38
2004-06-30,18.00.00,207.0,33.5,38.0,1.939,6,33
2004-06-30,19.00.00,197.0,34.0,32.9,1.7251,6,34
2004-06-30,20.00.00,158.0,31.9,33.7,1.5663,6,31
2004-06-30,21.00.00,124.0,30.2,37.6,1.587,6,30
2004-06-30,22.00.00,110.0,28.9,41.0,1.6096,6,28
2004-06-30,23.00.00,112.0,27.8,45.2,1.6604,6,27
2004-01-07,00.00.00,102.0,27.1,47.4,1.6701,1,27
2004-01-07,01.00.00,77.0,26.2,49.4,1.6555,1,26
2004-01-07,02.00.00,50.0,26.9,49.3,1.7196,1,26
2004-01-07,04.00.00,40.0,24.9,54.6,1.6908,1,24
2004-01-07,05.00.00,66.0,23.4,58.6,1.6651,1,23
2004-01-07,06.00.00,60.0,24.4,55.2,1.6604,1,24
2004-01-07,07.00.00,85.0,25.1,54.3,1.7057,1,25
2004-01-07,08.00.00,120.0,26.6,51.2,1.7565,1,26
2004-01-07,09.00.00,134.0,28.2,47.1,1.7752,1,28
2004-01-07,10.00.00,149.0,31.6,39.4,1.7969,1,31
2004-01-07,11.00.00,125.0,34.2,31.8,1.6837,1,34
2004-01-07,12.00.00,132.0,36.6,27.1,1.6352,1,36
2004-01-07,13.00.00,114.0,37.6,26.9,1.715,1,37
2004-01-07,14.00.00,110.0,38.1,26.3,1.7213,1,38
2004-01-07,15.00.00,121.0,37.8,26.9,1.7392,1,37
2004-01-07,16.00.00,127.0,37.8,22.7,1.4653,1,37
2004-01-07,17.00.00,157.0,36.9,24.7,1.5134,1,36
2004-01-07,18.00.00,169.0,34.5,28.5,1.531,1,34
2004-01-07,19.00.00,179.0,32.5,30.9,1.4875,1,32
2004-01-07,20.00.00,149.0,30.9,30.4,1.338,1,30
2004-01-07,21.00.00,111.0,28.7,34.7,1.3457,1,28
2004-01-07,22.00.00,112.0,27.7,39.3,1.4372,1,27
2004-01-07,23.00.00,120.0,26.8,45.1,1.5645,1,26
2004-02-07,00.00.00,105.0,26.1,45.3,1.5115,2,26
2004-02-07,01.00.00,90.0,25.9,46.1,1.5174,2,25
2004-02-07,02.00.00,87.0,25.3,47.6,1.513,2,25
2004-02-07,04.00.00,54.0,25.3,47.2,1.5025,2,25
2004-02-07,05.00.00,61.0,25.1,48.0,1.5115,2,25
2004-02-07,06.00.00,63.0,24.8,50.6,1.5654,2,24
2004-02-07,07.00.00,102.0,25.7,49.7,1.615,2,25
2004-02-07,08.00.00,149.0,27.4,45.5,1.6396,2,27
2004-02-07,09.00.00,147.0,29.3,40.0,1.6082,2,29
2004-02-07,10.00.00,158.0,33.6,28.7,1.4693,2,33
2004-02-07,11.00.00,112.0,34.6,27.7,1.4991,2,34
2004-02-07,12.00.00,108.0,35.6,27.2,1.5557,2,35
2004-02-07,13.00.00,120.0,36.9,23.3,1.4313,2,36
2004-02-07,14.00.00,117.0,38.8,20.7,1.4036,2,38
2004-02-07,15.00.00,119.0,38.1,22.6,1.4868,2,38
2004-02-07,16.00.00,149.0,37.1,23.0,1.4229,2,37
2004-02-07,17.00.00,174.0,34.8,19.3,1.0543,2,34
2004-02-07,18.00.00,163.0,33.6,20.7,1.059,2,33
2004-02-07,19.00.00,161.0,31.4,18.5,0.8376,2,31
2004-02-07,20.00.00,154.0,29.5,23.8,0.9623,2,29
2004-02-07,21.00.00,124.0,27.4,27.1,0.9736,2,27
2004-02-07,22.00.00,122.0,26.1,31.1,1.0338,2,26
2004-02-07,23.00.00,119.0,25.5,34.0,1.0935,2,25
2004-03-07,00.00.00,131.0,24.0,37.8,1.1125,3,24
2004-03-07,01.00.00,84.0,24.2,37.3,1.1118,3,24
2004-03-07,02.00.00,77.0,23.4,40.6,1.1571,3,23
2004-03-07,04.00.00,41.0,22.6,43.0,1.1629,3,22
2004-03-07,05.00.00,68.0,20.2,50.7,1.1844,3,20
2004-03-07,06.00.00,69.0,20.5,49.3,1.176,3,20
2004-03-07,07.00.00,101.0,21.4,48.0,1.2086,3,21
2004-03-07,08.00.00,120.0,23.2,43.9,1.2344,3,23
2004-03-07,09.00.00,124.0,25.3,40.7,1.2921,3,25
2004-03-07,10.00.00,113.0,29.9,31.1,1.2883,3,29
2004-03-07,11.00.00,97.0,33.9,21.3,1.1067,3,33
2004-03-07,12.00.00,94.0,36.3,16.0,0.9465,3,36
2004-03-07,13.00.00,86.0,36.6,15.2,0.9177,3,36
2004-03-07,14.00.00,70.0,37.4,15.8,0.9998,3,37
2004-03-07,15.00.00,70.0,37.9,15.0,0.9721,3,37
2004-03-07,16.00.00,82.0,38.0,16.8,1.0933,3,38
2004-03-07,17.00.00,93.0,36.9,17.5,1.0789,3,36
2004-03-07,18.00.00,89.0,35.3,17.0,0.9561,3,35
2004-03-07,19.00.00,90.0,31.9,20.4,0.9462,3,31
2004-03-07,20.00.00,67.0,29.1,29.6,1.1792,3,29
2004-03-07,21.00.00,94.0,27.4,33.4,1.2022,3,27
2004-03-07,22.00.00,109.0,26.7,35.8,1.2318,3,26
2004-03-07,23.00.00,103.0,25.2,42.7,1.3473,3,25
2004-04-07,00.00.00,101.0,24.0,51.9,1.5252,4,24
2004-04-07,01.00.00,71.0,24.5,44.4,1.3476,4,24
2004-04-07,02.00.00,71.0,22.6,51.0,1.3805,4,22
2004-04-07,04.00.00,49.0,21.2,56.8,1.4094,4,21
2004-04-07,05.00.00,43.0,20.3,59.6,1.3994,4,20
2004-04-07,06.00.00,44.0,21.3,56.7,1.4178,4,21
2004-04-07,07.00.00,42.0,23.0,54.6,1.5177,4,23
2004-04-07,08.00.00,69.0,23.7,54.3,1.5731,4,23
2004-04-07,09.00.00,65.0,25.4,49.3,1.5732,4,25
2004-04-07,10.00.00,68.0,29.6,37.7,1.544,4,29
2004-04-07,11.00.00,58.0,33.9,26.2,1.3664,4,33
2004-04-07,12.00.00,52.0,35.8,22.4,1.2933,4,35
2004-04-07,13.00.00,46.0,37.9,18.8,1.222,4,37
2004-04-07,14.00.00,40.0,38.5,14.8,0.9942,4,38
2004-04-07,15.00.00,47.0,39.3,14.5,1.0149,4,39
2004-04-07,16.00.00,56.0,38.9,15.6,1.0613,4,38
2004-04-07,17.00.00,64.0,37.9,12.7,0.8211,4,37
2004-04-07,18.00.00,71.0,35.8,13.4,0.7749,4,35
2004-04-07,19.00.00,103.0,32.3,19.7,0.9345,4,32
2004-04-07,20.00.00,97.0,30.1,23.5,0.9869,4,30
2004-04-07,21.00.00,108.0,28.2,28.7,1.0806,4,28
2004-04-07,22.00.00,87.0,26.0,35.7,1.1842,4,26
2004-04-07,23.00.00,104.0,25.3,39.2,1.2452,4,25
2004-05-07,00.00.00,93.0,24.7,38.7,1.1845,5,24
2004-05-07,01.00.00,55.0,25.5,35.7,1.1499,5,25
2004-05-07,02.00.00,49.0,22.5,43.2,1.1589,5,22
2004-05-07,04.00.00,56.0,19.7,51.4,1.1688,5,19
2004-05-07,05.00.00,43.0,21.6,45.7,1.1665,5,21
2004-05-07,06.00.00,57.0,21.1,47.3,1.1654,5,21
2004-05-07,07.00.00,80.0,21.6,44.1,1.1269,5,21
2004-05-07,08.00.00,134.0,23.7,37.9,1.0988,5,23
2004-05-07,09.00.00,157.0,26.0,30.1,0.9953,5,26
2004-05-07,10.00.00,175.0,30.6,23.2,1.001,5,30
2004-05-07,11.00.00,147.0,34.1,19.1,1.0048,5,34
2004-05-07,12.00.00,140.0,36.2,18.0,1.0636,5,36
2004-05-07,13.00.00,137.0,37.4,17.3,1.0914,5,37
2004-05-07,14.00.00,123.0,39.5,15.6,1.102,5,39
2004-05-07,15.00.00,138.0,40.4,14.9,1.1033,5,40
2004-05-07,16.00.00,132.0,40.1,16.1,1.1699,5,40
2004-05-07,17.00.00,174.0,39.3,18.9,1.3251,5,39
2004-05-07,18.00.00,203.0,37.3,19.9,1.2437,5,37
2004-05-07,19.00.00,176.0,33.6,22.9,1.1747,5,33
2004-05-07,20.00.00,125.0,30.7,28.9,1.2501,5,30
2004-05-07,21.00.00,98.0,28.8,32.8,1.2776,5,28
2004-05-07,22.00.00,103.0,27.3,36.8,1.3207,5,27
2004-05-07,23.00.00,104.0,26.2,39.7,1.3249,5,26
2004-06-07,00.00.00,105.0,25.4,43.0,1.37,6,25
2004-06-07,01.00.00,75.0,25.8,41.0,1.3461,6,25
2004-06-07,02.00.00,60.0,23.3,48.4,1.3677,6,23
2004-06-07,04.00.00,36.0,23.5,46.7,1.3361,6,23
2004-06-07,05.00.00,66.0,21.8,52.3,1.3539,6,21
2004-06-07,06.00.00,97.0,21.8,52.5,1.3529,6,21
2004-06-07,07.00.00,115.0,22.9,49.1,1.3546,6,22
2004-06-07,08.00.00,145.0,24.9,43.3,1.3422,6,24
2004-06-07,09.00.00,162.0,26.7,39.4,1.3556,6,26
2004-06-07,10.00.00,147.0,30.5,32.9,1.4135,6,30
2004-06-07,11.00.00,132.0,34.2,27.2,1.4404,6,34
2004-06-07,12.00.00,179.0,38.2,20.9,1.3701,6,38
2004-06-07,13.00.00,174.0,39.6,16.9,1.2028,6,39
2004-06-07,14.00.00,132.0,39.9,15.8,1.141,6,39
2004-06-07,15.00.00,151.0,40.2,13.9,1.02,6,40
2004-06-07,16.00.00,168.0,39.6,13.2,0.9332,6,39
2004-06-07,17.00.00,192.0,39.5,12.6,0.8894,6,39
2004-06-07,18.00.00,194.0,37.9,13.9,0.9015,6,37
2004-06-07,19.00.00,155.0,34.2,17.9,0.9444,6,34
2004-06-07,20.00.00,159.0,32.6,20.6,0.9939,6,32
2004-06-07,21.00.00,125.0,30.4,23.2,0.9889,6,30
2004-06-07,22.00.00,108.0,28.8,25.1,0.9793,6,28
2004-06-07,23.00.00,110.0,27.8,29.9,1.1018,6,27
2004-07-07,00.00.00,99.0,26.9,32.6,1.1381,7,26
2004-07-07,01.00.00,95.0,26.3,33.7,1.1377,7,26
2004-07-07,02.00.00,69.0,25.7,33.9,1.1065,7,25
2004-07-07,04.00.00,45.0,25.5,34.6,1.1096,7,25
2004-07-07,05.00.00,53.0,24.0,37.8,1.1077,7,24
2004-07-07,06.00.00,88.0,23.9,39.3,1.1522,7,23
2004-07-07,07.00.00,136.0,24.8,38.4,1.1808,7,24
2004-07-07,08.00.00,141.0,26.9,34.4,1.2036,7,26
2004-07-07,09.00.00,189.0,29.6,28.7,1.1706,7,29
2004-07-07,10.00.00,166.0,34.6,21.1,1.1398,7,34
2004-07-07,11.00.00,154.0,38.3,17.0,1.1216,7,38
2004-07-07,12.00.00,149.0,40.4,14.5,1.0736,7,40
2004-07-07,13.00.00,142.0,42.6,9.6,0.8012,7,42
2004-07-07,14.00.00,130.0,42.5,10.2,0.8478,7,42
2004-07-07,15.00.00,121.0,41.0,11.6,0.8872,7,41
2004-07-07,16.00.00,116.0,41.3,13.0,1.0154,7,41
2004-07-07,17.00.00,177.0,39.2,14.5,1.0106,7,39
2004-07-07,18.00.00,233.0,36.9,17.9,1.096,7,36
2004-07-07,19.00.00,223.0,35.6,20.4,1.1646,7,35
2004-07-07,20.00.00,184.0,33.7,22.6,1.1658,7,33
2004-07-07,21.00.00,165.0,31.5,27.8,1.2671,7,31
2004-07-07,22.00.00,132.0,31.1,29.3,1.3055,7,31
2004-07-07,23.00.00,122.0,30.2,30.9,1.3026,7,30
2004-08-07,00.00.00,88.0,29.8,30.2,1.2502,8,29
2004-08-07,01.00.00,79.0,28.4,32.5,1.2361,8,28
2004-08-07,02.00.00,60.0,27.5,34.0,1.231,8,27
2004-08-07,04.00.00,60.0,24.5,40.4,1.2251,8,24
2004-08-07,05.00.00,74.0,25.6,38.8,1.2545,8,25
2004-08-07,06.00.00,62.0,27.5,34.6,1.2518,8,27
2004-08-07,07.00.00,115.0,25.9,37.4,1.2289,8,25
2004-08-07,08.00.00,119.0,28.5,32.5,1.2441,8,28
2004-08-07,09.00.00,155.0,29.5,32.7,1.3229,8,29
2004-08-07,10.00.00,162.0,29.8,33.1,1.3693,8,29
2004-08-07,11.00.00,189.0,33.4,26.8,1.3586,8,33
2004-08-07,12.00.00,115.0,40.3,15.8,1.1604,8,40
2004-08-07,13.00.00,109.0,41.8,15.0,1.1989,8,41
2004-08-07,14.00.00,108.0,41.1,15.7,1.2071,8,41
2004-08-07,15.00.00,145.0,41.9,14.8,1.1944,8,41
2004-08-07,16.00.00,167.0,40.9,14.6,1.114,8,40
2004-08-07,17.00.00,200.0,39.1,16.9,1.1705,8,39
2004-08-07,18.00.00,178.0,36.4,27.3,1.6308,8,36
2004-08-07,19.00.00,206.0,34.9,29.3,1.611,8,34
2004-08-07,20.00.00,192.0,33.6,26.4,1.3515,8,33
2004-08-07,21.00.00,137.0,32.2,27.6,1.3044,8,32
2004-08-07,22.00.00,128.0,30.5,29.7,1.2742,8,30
2004-08-07,23.00.00,121.0,29.4,35.6,1.4383,8,29
2004-09-07,00.00.00,136.0,29.1,34.8,1.38,9,29
2004-09-07,01.00.00,109.0,27.7,41.9,1.537,9,27
2004-09-07,02.00.00,74.0,27.9,41.6,1.5425,9,27
2004-09-07,04.00.00,40.0,27.4,42.2,1.5177,9,27
2004-09-07,05.00.00,61.0,26.6,42.8,1.4713,9,26
2004-09-07,06.00.00,83.0,26.9,40.3,1.4041,9,26
2004-09-07,07.00.00,129.0,27.0,37.3,1.3081,9,27
2004-09-07,09.00.00,115.0,27.4,32.0,1.1545,9,27
2004-09-07,10.00.00,130.0,30.5,24.7,1.0592,9,30
2004-09-07,11.00.00,137.0,32.9,20.1,0.9902,9,32
2004-09-07,12.00.00,116.0,33.9,18.4,0.9587,9,33
2004-09-07,13.00.00,129.0,34.4,19.3,1.0325,9,34
2004-09-07,14.00.00,117.0,34.2,19.6,1.0399,9,34
2004-09-07,15.00.00,138.0,33.2,20.4,1.0195,9,33
2004-09-07,16.00.00,139.0,32.4,19.1,0.915,9,32
2004-09-07,17.00.00,180.0,32.2,17.1,0.8124,9,32
2004-09-07,18.00.00,162.0,31.0,17.1,0.7526,9,31
2004-09-07,19.00.00,158.0,28.3,24.9,0.9412,9,28
2004-09-07,20.00.00,162.0,26.6,30.2,1.033,9,26
2004-09-07,21.00.00,112.0,24.8,36.8,1.1357,9,24
2004-09-07,22.00.00,104.0,23.7,43.4,1.2495,9,23
2004-09-07,23.00.00,125.0,23.0,46.2,1.2815,9,23
2004-10-07,00.00.00,127.0,22.7,47.7,1.2977,10,22
2004-10-07,01.00.00,95.0,22.2,49.5,1.3081,10,22
2004-10-07,02.00.00,70.0,21.6,51.9,1.3254,10,21
2004-10-07,04.00.00,33.0,22.4,49.7,1.3333,10,22
2004-10-07,05.00.00,45.0,21.7,52.0,1.3313,10,21
2004-10-07,06.00.00,56.0,21.1,53.2,1.3181,10,21
2004-10-07,07.00.00,74.0,22.0,51.0,1.3296,10,22
2004-10-07,08.00.00,84.0,25.0,41.6,1.301,10,25
2004-10-07,09.00.00,93.0,26.7,36.4,1.2596,10,26
2004-10-07,10.00.00,97.0,29.1,29.7,1.1751,10,29
2004-10-07,11.00.00,83.0,31.2,23.4,1.0487,10,31
2004-10-07,12.00.00,71.0,32.4,20.5,0.9806,10,32
2004-10-07,13.00.00,78.0,33.3,19.2,0.9634,10,33
2004-10-07,14.00.00,62.0,33.1,16.8,0.8391,10,33
2004-10-07,15.00.00,54.0,33.1,18.3,0.9081,10,33
2004-10-07,16.00.00,59.0,32.4,18.0,0.8599,10,32
2004-10-07,17.00.00,69.0,31.8,18.7,0.8624,10,31
2004-10-07,18.00.00,67.0,30.3,21.4,0.9064,10,30
2004-10-07,19.00.00,58.0,27.2,28.2,1.0013,10,27
2004-10-07,20.00.00,77.0,26.1,33.7,1.1228,10,26
2004-10-07,21.00.00,94.0,24.7,38.8,1.1929,10,24
